id,category,title,description
N26316,health,Mighty Quinn's latest MRI shows no new disease,"WEYMOUTH -- The family of Quinn Waters, a Weymouth boy fighting brain cancer who is known as ""The Mighty Quinn,"" said Wednesday the 3-year-old's latest MRI showed no new disease. In a Facebook post, Waters' family said Quinn will continue to have MRIs every three months to make sure his progress continues and his doctors have been ""amazed"" with his pace of his recovery. ""This is the best ..."
N125669,news,"Budget apartments for rent in Central City, Phoenix",Finding a bargain can be a challenge if you're apartment hunting on a budget. So what does the low-end rental price in Central City look like these days?
N68186,lifestyle,The Trendiest Hairstyle the Year You Graduated From High School,"Bows, '80s crimps, Cher hair these are the hair trends that defined the decades."
N24033,lifestyle,Cutest photos of the royal Cambridge kids,"See the best photos of Prince George, Princess Charlotte and Prince Louis!"
N36615,autos,2021 Cadillac Escalade's Interior Spied for Real,The next-gen SUV will be getting a large curved touchscreen atop the dashboard.
N22380,autos,"Veneno Roadster, One:1, One-77, LaFerrari, P1, Veyron headline 25-car Bonham's auction",Stunning collection was seized by European authorities.
N127354,news,"Mayor Lori Lightfoot, former President Barack Obama meet about presidential center","As a raucous few hours in politics was winding down in Chicago, Mayor Lori Lightfoot and former President Barack Obama met to discuss ongoing plans for his presidential center in Jackson Park, according to the mayor's office. ""Mayor Lightfoot and former President Obama met Monday afternoon and discussed a wide range of topics including the Obama Presidential Center and other ways of working ..."
N11324,travel,Tom Shortell: Road Warrior: Do people actually follow the speed limit on Stefko Boulevard?,"On Thursday, I took my speed gun to Stefko Boulevard in Bethlehem. I was surprised to discover the corner of Stefko and Washington Avenue saw 37 accidents between 2014 and 2018, making it one of the more crash prone intersections in the Lehigh Valley. Before we start talking about the speed gun stuff, can we pause for a minute and appreciate the weirdness that is Stefko Boulevard? ..."
N24028,lifestyle,46 Mismatched Nail Ideas You'll Want to Copy Immediately,Why wear one shade when you can wear them all?
N103534,weather,In Photos: Flooding across the globe,Millions of people have been displaced from their homes after torrential rains triggered floods and landslides across the globe.
N45279,sports,Opponent QB Stat Tracker: Mason Rudolph,
N1396,news,The News In Cartoons,News as seen through the eyes of the nation's editorial cartoonists.
N33671,finance,More store closings coming: The list of retailers closing locations in 2019,"More than 10 months into 2019, more than 8,600 stores are slated to close and more closings are expected. Is your favorite store closing?"
N64462,autos,Extreme Jeep Wrangler Prototype Caught Testing in Michigan,Could this be a peek at a future Wrangler variant with even more off-road capability?
N81082,travel,The Best Eco-friendly Vacation Destinations Around the World,"From Iceland, which is green in nearly every sense of the word, to Seoul, South Korea, where the Skygarden entices travelers to a once-derelict highway, there is green to be seen all over the world."
N122668,movies,Must-see biopics,Take a look at the greatest true-life biographical stories on the big screen.
N21495,sports,"Redskins place TE Jordan Reed on injured reserve, ending his season","The Redskins are calling it quits on the season for Jordan Reed, placing him on the IR as he continues to battle back from a concussion."
N911,sports,"Giants roster move: TE Garrett Dickerson waived, LB Devante Downs added to 53-man roster",Kaden Smith has become the No. 3 tight end
N51256,sports,"NFL Week 9 Odds: Point Spreads, Betting Lines For All 14 Football Games",Another week has passed and still the New England Patriots and San Francisco ers remain undefeated. That very well could change in Week though particularly for the Patriots who have
N52135,autos,2017 Lamborghini Huracan - Barely Legal,While many of us have fantasized about ripping down a public road in a full-on race car Marc Tcham decided to stop dreaming and build the street-legal race replica of his dreams
N43113,lifestyle,27 products you only need to buy once in your life,"Here are all of the brands with true lifetime warranties that will replace, repair, or refund you for your purchase, at any time."
N27233,news,"U.S. attorney in Cleveland touts record number of drug, violent crime charges over past year","CLEVELAND, Ohio -- Federal prosecutors in Northern Ohio, for the second year in a row, boasted record-high numbers of people charged for violent and drug crimes. The numbers are unsurprising for an office that is part of a Justice Department that, under Republican President Donald Trump, has a philosophy that prosecuting more people is a key strategy in reducing crime. The data released by the ..."
N15495,foodanddrink,Ranking 26 fast-food fried-chicken sandwiches (including Popeyes),The world has been abuzz this week with talk of Popeyes fried chicken sandwich. But how does it stack up in a packed field of competitors? Nick Kindelsperger of the Chicago Tribune offers up his view.
N82632,finance,Which state charges car buyers the least taxes & fees?,Car taxes & fees in every state
N51536,lifestyle,How Did All The British Royal Couples Meet?,Royal relationships are just like any other romantic partnership: they begin when two people meet and connect.
N66334,finance,17 Surprising Ways Penny-Pinching Costs You More,Frugal living could end up costing you in the long run.
N49726,news,UN report: Almost half of North Korea is malnourished,Kim Jong Un rants on one of his posh resorts -- while the UN reports that almost half of his people are malnourished.
N40882,travel,The Fascinating Story Behind Where 'Hocus Pocus' Was Filmed,You can visit Max and Dani's home ... if you dare.
N89237,weather,"Kincade Fire: CAL FIRE says Sonoma County wildfire is now more than 74,000 acres, 15 percent contained",
N40229,health,Early symptoms of dementia: Be aware of subtle signs,Would you be able to recognize the symptoms of this creeping affliction?
N42418,lifestyle,The best coffee grinders you can buy right now,We tested a whole mess of home coffee grinders. Here are our favorites for 2019.
N102557,news,Man killed in officer-involved shooting in St. Louis,"A man was killed in an officer-involved shooting Sunday morning, according to the St. Louis Metropolitan Police Department. It happened near 13th and Clinton. Police said they tried to pull over the man for a traffic violation, which led to a short chase. Eventually the car ran over an obstruction, causing a crash. St. Louis police said the man ran off and officers used a taser to try to stop him, but they said he pulled out a weapon and pointed..."
N128141,lifestyle,40 Etiquette Mistakes You Need to Stop Making by Age 40,"From errors you make on the phone to rude things you do with your significant other, clean up your act by ditching these etiquette mistake in your 40s."
N78235,sports,"Anquan Boldin, remembered for Super Bowl heroics and 'huge' presence in locker room, community, retires as a Raven","It began during a poolside conversation with Ray Lewis at the Pro Bowl. From there, Anquan Boldin knew he needed to find his way to Baltimore, where he felt certain his confident, physical style would fit perfectly with the Ravens. He proved correct. After the Ravens acquired Boldin in March 2010 in a trade with the Arizona Cardinals, he caught 186 passes over three seasons and saved his best ..."
N24850,sports,"Patriots vs. Ravens: 3 keys to the game, fun facts, prediction","Finally, the Patriots will play a real game against a legitimate opponent. For the first time since Week 4, the Patriots should play in a compelling game, as they will take on the Ravens on the road Sunday night. While the Patriots are 8-0 on the year, the Ravens are 5-2 and coming off their bye. In their last game, they had one of the better wins of the season by going into Seattle and coming away with a 30-16 win. Lamar Jackson is also one of..."
